teks_keluhan_awam|teks_laporan_teknisi|tipe_aset|lokasi_gedung|lokasi_lantai|lokasi_zona|kategori_aset|severity|root_cause|jenis_kerusakan|biaya_perbaikan
Lapor, Kran Air lt 3 Timur bermasalah|Kran Air di Gedung Gedung Parkir lantai 3 zona Timur diperbaiki karena debu/kotoran, dilakukan pembersihan|Kran Air|Gedung Parkir|3|Timur|Plumbing|Sedang|Debu/kotoran|Kebocoran|850000
Mohon perbaikan Kran Air yang terletak di Gedung Gedung Parkir lantai 3 zona Timur karena mengalami kebocoran, netes air terus, berisik banget|Kran Air di Gedung Gedung Parkir lantai 3 zona Timur diperbaiki karena debu/kotoran, dilakukan pembersihan dan penggantian seal, biaya perbaikan sebesar Rp 850000|Kran Air|Gedung Parkir|3|Timur|Plumbing|Sedang|Debu/kotoran|Kebocoran|850000
Tolong dong Pemipaan Air Bersih di Gedung Gedung A lantai 8 zona Barat rusak nih, gk Tau apa penyebabnya, bgt|Perbaikan dilakukan dengan mengganti komponen yang aus, tindakan perbaikan sudah selesai dengan biaya Rp 250000|Pemipaan Air Bersih|Gedung A|8|Barat|Plumbing|Ringan|Aus normal|Macet/tersumbat|250000
Lapor, Pemipaan Air Bersih lt 8 Barat bermasalah|Perbaikan sudah dilakukan dengan mengatasi kerusakan Macet/tersumbat, biaya perbaikan Rp 250000|Pemipaan Air Bersih|Gedung A|8|Barat|Plumbing|Ringan|Aus normal|Macet/tersumbat|250000
Mohon bantuan untuk perbaikan Pemipaan Air Bersih di Gedung Gedung A lantai 8 zona Barat, kondisinya kusam dan berdebu|Perbaikan dilakukan dengan membersihkan dan mengganti komponen yang aus normal, tindakan perbaikan sudah selesai dengan biaya Rp 250000|Pemipaan Air Bersih|Gedung A|8|Barat|Plumbing|Ringan|Aus normal|Macet/tersumbat|250000
dg, pemipaan air bersih di gedung gedung parkir lantai 5 zona timur mati total bgt, gk tau dmn salahnya, tolong bantu, ya!|Pemipaan Air Bersih mengalami kerusakan akibat usia pakai, sehingga menyebabkan sensor error, perlu dilakukan perbaikan atau penggantian komponen|Pemipaan Air Bersih|Gedung Parkir|5|Timur|Plumbing|Berat|Usia pakai|Sensor error|7030000
Lapor, Pemipaan Air Bersih lt 5 Timur jebol|Pemipaan Air Bersih mengalami kerusakan parah akibat usia pakai, perlu dilakukan perbaikan segera|Pemipaan Air Bersih|Gedung Parkir|5|Timur|Plumbing|Berat|Usia pakai|Sensor error|7030000
Mohon perhatian, Pemipaan Air Bersih di gedung gedung parkir lantai 5 zona timur mengalami kerusakan berat, yaitu mati total, mohon dilakukan perbaikan secepatnya|Pemipaan Air Bersih mengalami kerusakan akibat usia pakai, sehingga menyebabkan sensor error, perlu dilakukan perbaikan atau penggantian komponen dengan biaya perbaikan sebesar|Pemipaan Air Bersih|Gedung Parkir|5|Timur|Plumbing|Berat|Usia pakai|Sensor error|7030000
Tolong dong Meter PDAM di Gedung Gedung A lantai 15 zona Barat bocor deras bgt, gk tau dmn letak kerusakannya, yg penting cepat diperbaiki ya|Teknisi menemukan bahwa kerusakan disebabkan oleh kurang perawatan, sehingga perlu dilakukan perbaikan dengan mengganti komponen yang rusak|Meter PDAM|Gedung Gedung A|15|Barat|Pencatatan Meter|Fatal|Kurang perawatan|Bunyi abnormal|34720000
Lapor, Meter PDAM lt 15 Barat meledak|Kerusakan parah, perlu perbaikan segera dengan mengganti komponen yang rusak, biaya perbaikan sebesar Rp 34720000|Meter PDAM|Gedung Gedung A|15|Barat|Pencatatan Meter|Fatal|Kurang perawatan|Bunyi abnormal|34720000
Mohon bantuan untuk memperbaiki Meter PDAM di Gedung Gedung A lantai 15 zona Barat yang mengalami kerusakan fatal dengan gejala bunyi abnormal, perlu dilakukan perbaikan dengan segera|Kerusakan disebabkan oleh kurang perawatan, teknisi akan melakukan perbaikan dengan mengganti komponen yang rusak, serta melakukan perawatan rutin untuk mencegah kerusakan serupa di masa depan, biaya perbaikan Rp 34720000|Meter PDAM|Gedung Gedung A|15|Barat|Pencatatan Meter|Fatal|Kurang perawatan|Bunyi abnormal|34720000
Halo, saya mau lapor, AC Split di Gedung Gedung A lantai 12 zona Timur rusak bgt, yg bener gk nyala sama sekali, dmn saya harus hubungi sih?|Tegangan tidak stabil, dilakukan perbaikan penggantian komponen|AC Split|Gedung A|12|Timur|Mechanical|Berat|Tegangan tidak stabil|Retak/pecah|5880000
Lapor, AC Split lt 12 Timur mati.|Tegangan tidak stabil, perlu dilakukan perbaikan segera|AC Split|Gedung A|12|Timur|Mechanical|Berat|Tegangan tidak stabil|Retak/pecah|5880000
Mohon periksa AC Split di Gedung Gedung A lantai 12 zona Timur, karena telah mengalami kerusakan berat dan tidak dapat beroperasi, terima kasih.|Dilakukan analisis kerusakan dan ditemukan bahwa tegangan tidak stabil menyebabkan kerusakan, biaya perbaikan sebesar Rp 5880000|AC Split|Gedung A|12|Timur|Mechanical|Berat|Tegangan tidak stabil|Retak/pecah|5880000
Lampu LED di Gedung Gedung A lantai 6 zona Timur bgt rusak nih, kayaknya udah gk bisa diperbaiki lagi, dmn hari gini masih pake lampu yg kayak gini, bgt rusak bgt!|Perbaikan dilakukan dengan mengganti komponen yang sudah aus karena usia pakai, biaya perbaikan sebesar Rp 23570000|Lampu LED|Gedung A|6|Timur|Electrical|Fatal|Usia pakai|Aus/abrasi|23570000
Lapor, Lampu LED lt 6 Timur meledak|Laporan teknis: kerusakan akibat usia pakai, perlu penggantian komponen|Lampu LED|Gedung A|6|Timur|Electrical|Fatal|Usia pakai|Aus/abrasi|23570000
Mohon perhatian, terdapat kerusakan pada Lampu LED di Gedung Gedung A lantai 6 zona Timur, kondisinya sangat parah, nyetrum, dan berbau gosong|Laporan teknis: kerusakan fatal akibat usia pakai, dilakukan perbaikan dengan mengganti komponen yang rusak, biaya perbaikan Rp 23570000|Lampu LED|Gedung A|6|Timur|Electrical|Fatal|Usia pakai|Aus/abrasi|23570000
Tolong dong LAN (Local Area Network) di Gedung Gedung D lantai 5 zona Timur rusak bgt, mogok total, gk ada sinyal, dmna bisa diperbaiki?|Ditemukan kerusakan pada LAN (Local Area Network) di Gedung Gedung D lantai 5 zona Timur karena Debu/kotoran, dilakukan pembersihan dan perbaikan|LAN (Local Area Network)|Gedung D|5|Timur|Sistem Telekomunikasi Gedung|Berat|Debu/kotoran|Getaran berlebihan|8640000
Lapor. LAN (Local Area Network) lt 5 Timur mati.|Kerusakan pada LAN (Local Area Network) disebabkan oleh Debu/kotoran, perlu dilakukan perbaikan|LAN (Local Area Network)|Gedung D|5|Timur|Sistem Telekomunikasi Gedung|Berat|Debu/kotoran|Getaran berlebihan|8640000
Mohon periksa LAN (Local Area Network) di Gedung Gedung D lantai 5 zona Timur, karena mengalami kerusakan berat, tidak nyala sama sekali.|Setelah dilakukan inspeksi, ditemukan bahwa kerusakan pada LAN (Local Area Network) disebabkan oleh Debu/kotoran, kemudian dilakukan perbaikan dengan membersihkan dan mengganti komponen yang rusak, biaya perbaikan sebesar 8640000|LAN (Local Area Network)|Gedung D|5|Timur|Sistem Telekomunikasi Gedung|Berat|Debu/kotoran|Getaran berlebihan|8640000
Tolong dong Lampu TL di Gedung Gedung D lantai 5 zona Utara rusak bgt, gk nyala sama sekali, dmn saya harus lapor?|Laporan teknisi: Kerusakan pada Lampu TL disebabkan oleh Faktor lingkungan, perlu dilakukan perbaikan dengan mengganti komponen yang rusak, biaya perbaikan sebesar Rp 6090000|Lampu TL|Gedung D|5|Utara|Electrical|Berat|Faktor lingkungan|Mati mendadak|6090000
Lapor, Lampu TL lt 5 Utara mati total|Laporan teknisi: Lampu TL mengalami kerusakan akibat Faktor lingkungan, perlu dilakukan perbaikan untuk mengembalikan fungsinya, dengan biaya perbaikan yang cukup besar|Lampu TL|Gedung D|5|Utara|Electrical|Berat|Faktor lingkungan|Mati mendadak|6090000
Mohon perhatian, terdapat kerusakan pada Lampu TL di Gedung Gedung D lantai 5 zona Utara, lampu tersebut tidak nyala sama sekali, sehingga perlu dilakukan perbaikan secepatnya|Laporan teknisi: Kerusakan pada Lampu TL disebabkan oleh Faktor lingkungan, perlu dilakukan perbaikan dengan mengganti komponen yang rusak dan melakukan pengecekan ulang, biaya perbaikan yang diperlukan sebesar Rp 6090000|Lampu TL|Gedung D|5|Utara|Electrical|Berat|Faktor lingkungan|Mati mendadak|6090000
Tolong dong Push Button di Gedung Gedung Parkir lantai 1 zona Timur rusak bgt, yg bermasalah adalah remote nya gk berfungsi, dmn kita harus lapor ke siapa ya?|Getaran menyebabkan kerusakan pada remote, perbaikan dilakukan dengan mengganti komponen yang rusak dan melakukan penyesuaian ulang|Push Button|Gedung Parkir|1|Timur|Security Sistem|Sedang|Getaran|Remote tidak berfungsi|2400000
Lapor, Push Button di lt 1 Timur rusak|Kerusakan disebabkan oleh getaran, perlu dilakukan perbaikan dengan mengganti komponen yang rusak|Push Button|Gedung Parkir|1|Timur|Security Sistem|Sedang|Getaran|Remote tidak berfungsi|2400000
Mohon perhatian, Push Button di Gedung Gedung Parkir lantai 1 zona Timur mengalami kerusakan pada remotenya, sehingga tidak dapat berfungsi dengan baik|Perbaikan dilakukan dengan mengidentifikasi sumber getaran dan mengganti komponen yang rusak, biaya perbaikan sebesar Rp 2400000|Push Button|Gedung Parkir|1|Timur|Security Sistem|Sedang|Getaran|Remote tidak berfungsi|2400000
Tolong dong APAR CO2 di Gedung Gedung C lantai 6 zona Barat rusak nih, bgt kotor dan berdebu, gk bisa dipakai lagi, dmn saya harus lapor?|Korosi pada komponen internal APAR CO2 menyebabkan aliran lemah, perbaikan dilakukan dengan mengganti komponen yang rusak dan membersihkan sistem|APAR CO2|Gedung C|6|Barat|Sistem Pemadam Kebakaran|Ringan|Korosi|Aliran lemah|130000
Lapor, APAR CO2 di lantai 6 zona Barat Gedung C rusak|Korosi pada komponen internal APAR CO2 menyebabkan aliran lemah, perbaikan dilakukan dengan mengganti komponen yang rusak|APAR CO2|Gedung C|6|Barat|Sistem Pemadam Kebakaran|Ringan|Korosi|Aliran lemah|130000
Mohon periksa APAR CO2 di Gedung Gedung C lantai 6 zona Barat, karena sudah tidak berfungsi dengan baik, bunyi pelan dan tombol agak keras, mungkin perlu perawatan|Korosi pada komponen internal APAR CO2 menyebabkan aliran lemah, perbaikan dilakukan dengan mengganti komponen yang rusak dan membersihkan sistem, biaya perbaikan sebesar Rp 130000|APAR CO2|Gedung C|6|Barat|Sistem Pemadam Kebakaran|Ringan|Korosi|Aliran lemah|130000
Tolong dong Kamera CCTV di Gedung Gedung A lantai 14 zona Barat rusak nih, gk tau kenapa tiba2 kusam bgt, tolong bantu yaa|Kamera CCTV mengalami korosi yang menyebabkan korsleting, dilakukan perbaikan penggantian komponen yang rusak|R|Kamera CCTV|Gedung A|14|Barat|Security Sistem|Ringan|Korosi|Korsleting|270000
Lapor, Kamera CCTV di lt 14 zona Barat rusak|Kamera CCTV mengalami kerusakan akibat korosi, perlu dilakukan perbaikan segera|R|Kamera CCTV|Gedung A|14|Barat|Security Sistem|Ringan|Korosi|Korsleting|270000
Mohon bantuan untuk memperbaiki Kamera CCTV di Gedung Gedung A lantai 14 zona Barat, karena saat ini kamera dalam keadaan kusam dan tidak berfungsi dengan baik|Kamera CCTV telah diperbaiki dengan mengganti komponen yang rusak akibat korosi, biaya perbaikan sebesar Rp 270000|R|Kamera CCTV|Gedung A|14|Barat|Security Sistem|Ringan|Korosi|Korsleting|270000
Wiring System (Sistem Instalasi Kabel) di Gedung Gedung Parkir lantai 2 zona Utara rusak nih, gk tau dmn letak kerusakannya, tp bunyi pelan bgt, tolong dong!|Getaran menyebabkan koneksi terputus, perlu diperbaiki dengan mengencangkan koneksi dan membersihkan area sekitar|Wiring System (Sistem Instalasi Kabel)|Gedung Parkir|2|Utara|Electrical|Ringan|Getaran|Koneksi terputus|210000
Lapor, Wiring System (Sistem Instalasi Kabel) lt 2 Utara bunyi pelan!|Perlu diperiksa dan diperbaiki karena getaran|Wiring System (Sistem Instalasi Kabel)|Gedung Parkir|2|Utara|Electrical|Ringan|Getaran|Koneksi terputus|210000
Mohon bantuan untuk memperbaiki Wiring System (Sistem Instalasi Kabel) di Gedung Gedung Parkir lantai 2 zona Utara, karena mengalami kerusakan berupa koneksi terputus yang disebabkan oleh getaran, sehingga menimbulkan bunyi pelan|Diperlukan perbaikan segera dengan mengencangkan koneksi dan membersihkan area sekitar, biaya perbaikan sebesar Rp 210000|Wiring System (Sistem Instalasi Kabel)|Gedung Parkir|2|Utara|Electrical|Ringan|Getaran|Koneksi terputus|210000
Lift Table di Gedung Gedung Parkir lantai 2 zona Utara rusak nih, bunyi abnormal bgt, gk tau dmn letak kerusakannya, tolong dong|Lift Table mengalami kerusakan akibat Debu/kotoran, perlu dibersihkan dan diperiksa|Lift Table|Gedung Gedung Parkir|2|Utara|Sistem Transportasi Gedung|Fatal|Debu/kotoran|Bunyi abnormal|3950000
Lapor, Lift Table lt 2 Utara mati|Lift Table mengalami kerusakan akibat Debu/kotoran, perlu dibersihkan dan diperiksa|Lift Table|Gedung Gedung Parkir|2|Utara|Sistem Transportasi Gedung|Fatal|Debu/kotoran|Bunyi abnormal|3950000
Mohon bantuan, Lift Table di Gedung Gedung Parkir lantai 2 zona Utara mengalami kerusakan, menimbulkan bunyi abnormal|Lift Table mengalami kerusakan akibat Debu/kotoran, perlu dibersihkan dan diperiksa dengan biaya perbaikan sebesar Rp 3950000|Lift Table|Gedung Gedung Parkir|2|Utara|Sistem Transportasi Gedung|Fatal|Debu/kotoran|Bunyi abnormal|3950000
Tolong dong Pintu Biasa Berdaun Tunggal di Gedung Gedung Servis lantai 3 zona Utara rusak bgt, gk bisa buka sama sekali, tolong bantu yg, dmn kita bisa perbaiki?|Kerusakan disebabkan oleh Overload, perlu dilakukan perbaikan untuk mengganti komponen yang rusak dan mengoptimalkan kinerja pintu, biaya perbaikan sebesar Rp 10220000|Pintu Biasa Berdaun Tunggal|Gedung Servis|3|Utara|Arsitektur|Berat|Overload|Performa menurun|10220000
Lapor. Pintu Biasa Berdaun Tunggal lt 3 Utara mati.|Overload menyebabkan kerusakan pada pintu, perlu perbaikan segera|Pintu Biasa Berdaun Tunggal|Gedung Servis|3|Utara|Arsitektur|Berat|Overload|Performa menurun|10220000
Pintu Biasa Berdaun Tunggal di Gedung Gedung Servis lantai 3 zona Utara mengalami kerusakan berat, tidak dapat dibuka, mohon bantuan untuk perbaikan secepatnya|Kerusakan pada pintu disebabkan oleh Overload, perlu dilakukan perbaikan untuk mengganti komponen yang rusak dan mengoptimalkan kinerja pintu, dengan biaya perbaikan yang diperlukan|Pintu Biasa Berdaun Tunggal|Gedung Servis|3|Utara|Arsitektur|Berat|Overload|Performa menurun|10220000
Tolong dong APAB Dry Powder di Gedung Gedung Parkir lantai 1 zona Utara rusak nih, gk tahu dmn letak kerusakannya, tp yg jelas bunyi pelan bgt|Perbaikan dilakukan dengan mengganti komponen yang rusak akibat Kelembaban tinggi, dilakukan pengecekan ulang untuk memastikan sistem berfungsi dengan baik|APAB Dry Powder|Gedung Gedung Parkir|1|Utara|Sistem Pemadam Kebakaran|Ringan|Kelembaban tinggi|Kebocoran|340000
Lapor, APAB Dry Powder lt 1 Utara rusak|Perbaikan sistem pemadam kebakaran dengan mengatasi Kelembaban tinggi, biaya perbaikan sebesar Rp 340000|APAB Dry Powder|Gedung Gedung Parkir|1|Utara|Sistem Pemadam Kebakaran|Ringan|Kelembaban tinggi|Kebocoran|340000
Mohon bantuan untuk perbaikan APAB Dry Powder yang terletak di Gedung Gedung Parkir lantai 1 zona Utara, karena mengalami kebocoran yang disebabkan oleh Kelembaban tinggi|Perbaikan APAB Dry Powder dilakukan dengan mengganti komponen yang rusak dan melakukan pengecekan ulang, biaya perbaikan Rp 340000|APAB Dry Powder|Gedung Gedung Parkir|1|Utara|Sistem Pemadam Kebakaran|Ringan|Kelembaban tinggi|Kebocoran|340000
Wastafel di Gedung Gedung Utama lantai 8 zona Barat tiba2 meledak dan bocor deras bgt, gk tahu dmn asalnya, tolong dong cepat!|Laporan teknisi: Human error menyebabkan korsleting, perbaikan dilakukan dengan mengganti komponen yang rusak, biaya perbaikan sebesar Rp 6890000|Wastafel|Gedung Utama|8|Barat|Plumbing|Fatal|Human error|Korsleting|6890000
Lapor, Wastafel Gedung Utama lantai 8 zona Barat terbakar!|Perbaikan dilakukan dengan mengganti komponen yang rusak, Human error menjadi penyebab utama, biaya perbaikan sebesar Rp 6890000|Wastafel|Gedung Utama|8|Barat|Plumbing|Fatal|Human error|Korsleting|6890000
Mohon perhatian atas kerusakan Wastafel di Gedung Gedung Utama lantai 8 zona Barat yang mengalami kebocoran dan korsleting, sangat mengganggu aktivitas sehari-hari, mohon segera diperbaiki|Tindakan perbaikan telah dilakukan dengan mengganti komponen yang rusak karena Human error, biaya perbaikan sebesar Rp 6890000|Wastafel|Gedung Utama|8|Barat|Plumbing|Fatal|Human error|Korsleting|6890000
Tolong dong Dinding Tembok/Mansonry di Gedung Gedung B lantai 3 zona Tengah rusak bgt, gk tau dmn salahnya, tapi yg jelas mogok total, tolong bantu|Dinding Tembok/Mansonry mengalami korosi, perlu dilakukan perbaikan dengan mengganti komponen yang rusak|Dinding Tembok/Mansonry|Gedung B|3|Tengah|Civil|Berat|Korosi|Suhu tidak stabil|9380000
Lapor. Dinding Tembok/Mansonry lt 3 Tengah mati|Dinding Tembok/Mansonry mengalami kerusakan berat akibat korosi, perlu dilakukan perbaikan segera|Dinding Tembok/Mansonry|Gedung B|3|Tengah|Civil|Berat|Korosi|Suhu tidak stabil|9380000
Mohon perhatian, Dinding Tembok/Mansonry di Gedung Gedung B lantai 3 zona Tengah mengalami kerusakan yang cukup parah, sehingga memerlukan perbaikan segera|Dinding Tembok/Mansonry mengalami korosi, perlu dilakukan penggantian komponen yang rusak dan perbaikan untuk menghindari kerusakan lebih lanjut, biaya perbaikan sebesar 9380000|Dinding Tembok/Mansonry|Gedung B|3|Tengah|Civil|Berat|Korosi|Suhu tidak stabil|9380000
Tolong dong Meter PDAM di Gedung Gedung A lantai 3 zona Utara rusak bgt, gk nyala sama sekali, yg benerin dmn sih?|Diperlukan perbaikan karena faktor lingkungan yang menyebabkan aliran lemah, sehingga perlu dilakukan penggantian komponen yang rusak|Meter PDAM|Gedung A|3|Utara|Pencatatan Meter|Berat|Faktor lingkungan|Aliran lemah|4320000
Lapor. Meter PDAM lt 3 Utara mati.|Perlu perbaikan segera karena kerusakan pada komponen yang disebabkan oleh faktor lingkungan|Meter PDAM|Gedung A|3|Utara|Pencatatan Meter|Berat|Faktor lingkungan|Aliran lemah|4320000
Mohon bantuan untuk memperbaiki Meter PDAM di Gedung Gedung A lantai 3 zona Utara karena mengalami kerusakan berat, yaitu mati total, sehingga perlu dilakukan perbaikan segera|Perbaikan dilakukan dengan mengganti komponen yang rusak dan memperbaiki sistem, biaya perbaikan sebesar Rp 4320000|Meter PDAM|Gedung A|3|Utara|Pencatatan Meter|Berat|Faktor lingkungan|Aliran lemah|4320000
Gue butuh bantuan, Lampu LED Bulb di Gedung Gedung A lantai 11 zona Tengah itu mati total bgt, gk tau dmn letak masalahnya, tolong dong cepat|Lampu LED Bulb mengalami koneksi terputus akibat kelembaban tinggi, perlu dilakukan penggantian komponen dan perawatan|Lampu LED Bulb|Gedung A|11|Tengah|Electrical|Berat|Kelembaban tinggi|Koneksi terputus|5370000
Lapor. Lampu LED Bulb lt 11 Tengah mati|Lampu LED Bulb mengalami koneksi terputus akibat kelembaban tinggi, perlu dilakukan perbaikan|Lampu LED Bulb|Gedung A|11|Tengah|Electrical|Berat|Kelembaban tinggi|Koneksi terputus|5370000
Mohon periksa Lampu LED Bulb di Gedung Gedung A lantai 11 zona Tengah, karena sudah tidak nyala sama sekali|Lampu LED Bulb mengalami kerusakan akibat kelembaban tinggi, sehingga koneksi terputus, biaya perbaikan sebesar 5370000|Lampu LED Bulb|Gedung A|11|Tengah|Electrical|Berat|Kelembaban tinggi|Koneksi terputus|5370000
Tolong dong APAR Dry Powder Stored Pressure di Gedung Gedung Utama lantai 18 zona Tengah bocor deras bgt, gk bisa dipake, yg dmn ada yg bisa bantu?|Perlu perawatan rutin, perlu pengecekan tekanan dan penggantian komponen yang rusak|APAR Dry Powder Stored Pressure|Gedung Utama|18|Tengah|Sistem Pemadam Kebakaran|Fatal|Kurang perawatan|Aliran lemah|33640000
Lapor, APAR Dry Powder Stored Pressure lt 18 Tengah meledak|Perlu pengecekan dan perbaikan komponen yang rusak, kurang perawatan|APAR Dry Powder Stored Pressure|Gedung Utama|18|Tengah|Sistem Pemadam Kebakaran|Fatal|Kurang perawatan|Aliran lemah|33640000
Mohon bantuan, APAR Dry Powder Stored Pressure di Gedung Gedung Utama lantai 18 zona Tengah terbakar, tolong segera kirim teknisi|Perlu perawatan dan perbaikan, kurang perawatan menyebabkan kerusakan, biaya perbaikan sekitar|APAR Dry Powder Stored Pressure|Gedung Utama|18|Tengah|Sistem Pemadam Kebakaran|Fatal|Kurang perawatan|Aliran lemah|33640000
